name,current_elo,competitions,avg_elo_change,elo_volatility,avg_rank,min_elo,peak_elo,discipline,era_name,gender
KATZ Yonatan,1504.5589824084163,1,4.56,,37.0,1504.56,1504.56,Boulder,IFSC,Men
Pringle Ethan,1504.5371706737185,6,0.76,7.3,21.0,1504.04,1512.86,Boulder,IFSC,Men
Bloem Thorben Perry,1504.420299378882,1,4.42,,25.0,1504.42,1504.42,Boulder,IFSC,Men
Fujiwaki Yuji,1504.2526389055697,2,2.13,11.21,17.0,1504.25,1510.05,Boulder,IFSC,Men
Pope James,1504.2188772544953,12,0.35,6.9,35.08,1493.88,1519.7,Boulder,IFSC,Men
Hibino Ryosuke,1504.1486664786323,1,4.15,,21.0,1504.15,1504.15,Boulder,IFSC,Men
GRÜNENFELDER Nino,1504.1323178650616,1,4.13,,27.0,1504.13,1504.13,Boulder,IFSC,Men
Pekarev Mikhail,1504.0323948294915,3,1.34,9.47,26.33,1500.61,1511.78,Boulder,IFSC,Men
Romšak Timotej,1503.9935833590923,2,2.0,10.78,15.5,1503.99,1509.62,Boulder,IFSC,Men
Aan Aviansyah,1503.9708637899837,1,3.97,,29.0,1503.97,1503.97,Boulder,IFSC,Men
BAUDRAND Oscar,1503.86695288216,5,0.77,8.62,31.4,1483.64,1503.87,Boulder,IFSC,Men
Chmiala Adrian,1503.7734484533655,1,3.77,,30.0,1503.77,1503.77,Boulder,IFSC,Men
Musselbrook Tony,1503.5678129588164,1,3.57,,25.0,1503.57,1503.57,Boulder,IFSC,Men
Sennelöv Henrik,1503.518432508708,1,3.52,,27.0,1503.52,1503.52,Boulder,IFSC,Men
RAMADHAN Ravianto,1503.4987428255463,1,3.5,,27.0,1503.5,1503.5,Boulder,IFSC,Men
AUERSPERG Ilja,1503.232663591425,1,3.23,,41.0,1503.23,1503.23,Boulder,IFSC,Men
Meral Julien,1503.1971151096134,14,0.23,9.48,18.0,1496.59,1517.94,Boulder,IFSC,Men
OMATA Shion,1503.1517051405774,1,3.15,,50.0,1503.15,1503.15,Boulder,IFSC,Men
Dutray Mathieu,1503.067654426828,1,3.07,,26.0,1503.07,1503.07,Boulder,IFSC,Men
Schmieg Stefan,1502.9072884947825,2,1.45,12.33,40.5,1492.73,1502.91,Boulder,IFSC,Men
Biagini Pietro,1502.8485130759077,1,2.85,,54.0,1502.85,1502.85,Boulder,IFSC,Men
Chuat Dylan,1502.8106548377907,3,0.94,6.05,45.67,1493.97,1502.81,Boulder,IFSC,Men
Bono Michele,1502.80955170444,1,2.81,,47.0,1502.81,1502.81,Boulder,IFSC,Men
Fitzgerald David,1502.7225910499626,1,2.72,,31.0,1502.72,1502.72,Boulder,IFSC,Men
ANDRADA JIMENEZ Daniel,1502.663157385025,1,2.66,,28.0,1502.66,1502.66,Boulder,IFSC,Men
Nytorp Tomi,1502.661271609708,1,2.66,,28.0,1502.66,1502.66,Boulder,IFSC,Men
Marsella Diego Martín,1502.6603292228313,1,2.66,,28.0,1502.66,1502.66,Boulder,IFSC,Men
STRANIK Martin,1502.6256102068287,1,2.63,,37.0,1502.63,1502.63,Boulder,IFSC,Men
KURIC Peter,1502.5683027568214,1,2.57,,43.0,1502.57,1502.57,Boulder,IFSC,Men
COLLIN Nicolas,1502.5668078446809,4,0.64,10.64,23.25,1493.66,1505.46,Boulder,IFSC,Men
KONISHI Katsura,1502.498074455441,1,2.5,,43.0,1502.5,1502.5,Boulder,IFSC,Men
Lopez Valdez Hector,1502.4917402536769,2,1.25,3.12,60.0,1499.04,1502.49,Boulder,IFSC,Men
O'Rourke Michael,1502.3428533079953,12,0.2,7.53,20.83,1500.57,1514.63,Boulder,IFSC,Men
Radics Attila Zsombor,1502.2470978684937,3,0.75,6.04,58.33,1502.25,1508.38,Boulder,IFSC,Men
Gerhardt Luis,1502.1286381379514,1,2.13,,30.0,1502.13,1502.13,Boulder,IFSC,Men
Toozandehjani Hamidreza,1502.0100689822386,1,2.01,,32.0,1502.01,1502.01,Boulder,IFSC,Men
Leuoth Felix,1501.929783324218,1,1.93,,17.0,1501.93,1501.93,Boulder,IFSC,Men
DOHI Keita,1501.9248739578022,2,0.96,21.05,10.0,1501.92,1515.85,Boulder,IFSC,Men
TRANDAFIR Lucas,1501.902868095973,1,1.9,,45.0,1501.9,1501.9,Boulder,IFSC,Men
Flueraru Dragos Gabriel,1501.8494159738875,1,1.85,,39.0,1501.85,1501.85,Boulder,IFSC,Men
POSCH Jan-Luca,1501.8406135327173,2,0.92,7.95,43.0,1501.84,1506.54,Boulder,IFSC,Men
Stepanov Alexander,1501.7724506371287,1,1.77,,26.0,1501.77,1501.77,Boulder,IFSC,Men
Tekles Martin,1501.6879367394704,1,1.69,,41.0,1501.69,1501.69,Boulder,IFSC,Men
TOPISHKO Sergii,1501.679283321885,1,1.68,,25.0,1501.68,1501.68,Boulder,IFSC,Men
De Leeuw Ricardo,1501.608592657729,1,1.61,,15.0,1501.61,1501.61,Boulder,IFSC,Men
Grupper Jesse,1501.523689653692,10,0.15,7.14,53.4,1477.22,1501.52,Boulder,IFSC,Men
Sherman Cuevo Nicolas,1501.5202033499722,1,1.52,,27.0,1501.52,1501.52,Boulder,IFSC,Men
GRUBER Raffael,1501.471140033802,2,0.74,4.47,44.0,1501.47,1503.9,Boulder,IFSC,Men
Farah Borja,1501.4505444846698,1,1.45,,38.0,1501.45,1501.45,Boulder,IFSC,Men
De Las Salas Leonel,1501.4349821294272,1,1.43,,31.0,1501.43,1501.43,Boulder,IFSC,Men
Tobiassen Tomas Midtun,1501.389174628861,1,1.39,,17.0,1501.39,1501.39,Boulder,IFSC,Men
Diaz Joseph,1501.368117559402,3,0.46,4.27,29.33,1497.93,1503.32,Boulder,IFSC,Men
Okano Hiroshi,1501.35952375413,4,0.34,3.97,29.0,1494.17,1501.36,Boulder,IFSC,Men
Lee Dohyun,1501.322924135338,2,0.66,8.36,39.5,1494.75,1501.32,Boulder,IFSC,Men
VON FREIER Lasse,1501.239440222179,1,1.24,,47.0,1501.24,1501.24,Boulder,IFSC,Men
Högström Magnus,1501.229544375271,1,1.23,,18.0,1501.23,1501.23,Boulder,IFSC,Men
Takahashi Keenan,1501.2293358681504,1,1.23,,25.0,1501.23,1501.23,Boulder,IFSC,Men
PHILLIPS Nathan,1501.1320810827444,4,0.28,5.46,23.0,1498.21,1506.05,Boulder,IFSC,Men
SUGIMOTO Rei,1501.1165356044423,5,0.22,11.75,19.4,1499.3,1514.55,Boulder,IFSC,Men
FIDEL Ido,1501.090678172726,2,0.55,7.0,39.0,1495.59,1501.09,Boulder,IFSC,Men
Barth Solomon,1500.9408899437997,3,0.31,2.97,25.0,1500.94,1503.79,Boulder,IFSC,Men
Jaggi Martin,1500.879565552255,9,0.1,6.48,19.89,1500.88,1518.97,Boulder,IFSC,Men
Ozun Clement,1500.835859479669,1,0.84,,35.0,1500.84,1500.84,Boulder,IFSC,Men
Hoarau Didier,1500.8144098571083,6,0.14,7.1,20.0,1494.19,1506.54,Boulder,IFSC,Men
Zazulin Evgenii,1500.770008311762,2,0.39,9.52,30.5,1493.65,1500.77,Boulder,IFSC,Men
Jelonek Pawel,1500.6980198464478,1,0.7,,33.0,1500.7,1500.7,Boulder,IFSC,Men
Xiberras Joseph,1500.6590601196317,2,0.33,6.29,55.0,1500.66,1504.78,Boulder,IFSC,Men
Nigmanov Zufar,1500.6153381584866,1,0.62,,25.0,1500.62,1500.62,Boulder,IFSC,Men
Dyakonov  Kirill,1500.58901612108,2,0.29,2.3,21.0,1500.59,1501.92,Boulder,IFSC,Men
SCHRITTWIESER Julian,1500.5734006265736,1,0.57,,49.0,1500.57,1500.57,Boulder,IFSC,Men
BAUDRAND Victor,1500.4886492792384,1,0.49,,35.0,1500.49,1500.49,Boulder,IFSC,Men
Philippe Jonathan,1500.4639872883647,2,0.23,2.51,28.0,1500.46,1502.01,Boulder,IFSC,Men
AREZEH Iman,1500.4099718546606,1,0.41,,33.0,1500.41,1500.41,Boulder,IFSC,Men
HU JUNZHE,1500.3581050143898,2,0.18,3.04,35.0,1500.36,1502.33,Boulder,IFSC,Men
Girard Antoine,1500.2921136162893,1,0.29,,50.0,1500.29,1500.29,Boulder,IFSC,Men
TAKATA Tomoaki,1500.258854418099,4,0.06,9.91,20.75,1500.26,1512.3,Boulder,IFSC,Men
Butterworth Samuel,1500.2160431516952,1,0.22,,59.0,1500.22,1500.22,Boulder,IFSC,Men
Ometz Samuel,1500.1782174232965,1,0.18,,34.0,1500.18,1500.18,Boulder,IFSC,Men
Pahati Jaime Amiel,1500.1586423747538,1,0.16,,35.0,1500.16,1500.16,Boulder,IFSC,Men
Romanowski Aleksander,1500.10609588357,3,0.04,2.02,24.67,1497.98,1500.11,Boulder,IFSC,Men
Bøe Leo Ketil,1500.1051175384562,1,0.11,,73.0,1500.11,1500.11,Boulder,IFSC,Men
HU Junzhe,1500.0652577097312,3,0.02,11.34,22.67,1499.64,1511.16,Boulder,IFSC,Men
Schab Piotr,1500.0241950607258,1,0.02,,63.0,1500.02,1500.02,Boulder,IFSC,Men
Foroughian Radin,1499.970625756021,5,-0.01,4.81,59.8,1499.97,1508.08,Boulder,IFSC,Men
CHAE SUNGJOON,1499.8805748697737,1,-0.12,,31.0,1499.88,1499.88,Boulder,IFSC,Men
RIDAL William,1499.8792151542082,3,-0.04,2.8,30.33,1498.4,1501.68,Boulder,IFSC,Men
Buys Jordan,1499.8758723197727,1,-0.12,,32.0,1499.88,1499.88,Boulder,IFSC,Men
Fidel Ido,1499.6746282692332,3,-0.11,4.9,54.33,1499.67,1505.49,Boulder,IFSC,Men
Sviridov Anton,1499.6620512192394,1,-0.34,,32.0,1499.66,1499.66,Boulder,IFSC,Men
Hanssens Stephane,1499.6487644583428,6,-0.06,3.56,33.33,1494.65,1500.36,Boulder,IFSC,Men
KRUDER Jernej,1499.6089228696333,1,-0.39,,29.0,1499.61,1499.61,Boulder,IFSC,Men
Kim Hongil,1499.6079135232524,1,-0.39,,28.0,1499.61,1499.61,Boulder,IFSC,Men
Hlavacek Jakub,1499.605773080588,1,-0.39,,29.0,1499.61,1499.61,Boulder,IFSC,Men
Nagata Nobuyuki,1499.5969684347615,1,-0.4,,18.0,1499.6,1499.6,Boulder,IFSC,Men
KÖRNER Jonas,1499.5102851742924,1,-0.49,,45.0,1499.51,1499.51,Boulder,IFSC,Men
Struthers Kyle,1499.506341295028,1,-0.49,,18.0,1499.51,1499.51,Boulder,IFSC,Men
RAMADHAN RAVIANDI,1499.422484913911,1,-0.58,,39.0,1499.42,1499.42,Boulder,IFSC,Men
Winkler Daniel,1499.421443407046,2,-0.29,2.03,33.5,1498.28,1499.42,Boulder,IFSC,Men
Habermann Mats,1499.39786309405,1,-0.6,,35.0,1499.4,1499.4,Boulder,IFSC,Men
BURNINGHAM Jack,1499.3761625884138,1,-0.62,,35.0,1499.38,1499.38,Boulder,IFSC,Men
Fojcik Igor,1499.3631182249806,1,-0.64,,47.0,1499.36,1499.36,Boulder,IFSC,Men
GRUPPER Jesse,1499.3465020996305,1,-0.65,,37.0,1499.35,1499.35,Boulder,IFSC,Men
Halenke Sebastian,1499.292199418849,1,-0.71,,40.0,1499.29,1499.29,Boulder,IFSC,Men
Uchida Lucas,1499.2602854403617,15,-0.05,5.7,32.8,1479.2,1504.99,Boulder,IFSC,Men
Dechamps Yohann,1499.177771951103,1,-0.82,,20.0,1499.18,1499.18,Boulder,IFSC,Men
Baudrand Victor,1499.1732911483475,12,-0.07,5.84,48.0,1499.17,1527.58,Boulder,IFSC,Men
Doustarian Arash,1499.0461687845757,1,-0.95,,27.0,1499.05,1499.05,Boulder,IFSC,Men
Uznik Timo,1499.0390559090135,1,-0.96,,63.0,1499.04,1499.04,Boulder,IFSC,Men
Carretero Cruz Eneko,1499.0040809264608,3,-0.33,10.69,62.33,1489.76,1500.76,Boulder,IFSC,Men
Bergant Martin,1498.9426929296533,7,-0.15,9.37,32.71,1495.97,1520.65,Boulder,IFSC,Men
Bosley Matt,1498.8554650845915,1,-1.14,,28.0,1498.86,1498.86,Boulder,IFSC,Men
TRI RAMADANI PUTRA,1498.8330800252097,1,-1.17,,75.0,1498.83,1498.83,Boulder,IFSC,Men
Volf Stepan,1498.7775878854309,1,-1.22,,36.0,1498.78,1498.78,Boulder,IFSC,Men
Hobson Mark,1498.7494580725074,2,-0.63,12.88,16.5,1498.75,1508.48,Boulder,IFSC,Men
Ridge Noah,1498.737301843656,1,-1.26,,28.0,1498.74,1498.74,Boulder,IFSC,Men
Nagel Yannick,1498.6847985577483,2,-0.66,3.23,51.0,1498.68,1501.63,Boulder,IFSC,Men
Iagnemma Elias,1498.642780233927,3,-0.45,6.99,38.33,1498.64,1507.1,Boulder,IFSC,Men
Winter Jonas,1498.591924687718,4,-0.35,0.51,20.0,1498.34,1499.24,Boulder,IFSC,Men
MACDOUGALL Jack,1498.573184535252,1,-1.43,,55.0,1498.57,1498.57,Boulder,IFSC,Men
MARTIN Nathan,1498.5118318531424,2,-0.74,9.37,40.0,1498.51,1505.88,Boulder,IFSC,Men
HIBBELER Simon,1498.431786461702,1,-1.57,,40.0,1498.43,1498.43,Boulder,IFSC,Men
Vidi Pietro,1498.4069176353278,3,-0.53,3.35,58.33,1495.58,1499.45,Boulder,IFSC,Men
Oberdorfer Anselm,1498.371410428305,1,-1.63,,42.0,1498.37,1498.37,Boulder,IFSC,Men
Colombo Davide Marco,1498.3457472019677,2,-0.83,0.15,56.0,1498.35,1499.28,Boulder,IFSC,Men
RAMADHAN Raviandi,1498.3419776394817,1,-1.66,,37.0,1498.34,1498.34,Boulder,IFSC,Men
Ouriques Jean,1498.311676986232,4,-0.42,3.68,38.0,1493.25,1498.31,Boulder,IFSC,Men
Senbongi Yosuke,1498.2886330060437,5,-0.34,10.39,22.0,1480.06,1498.29,Boulder,IFSC,Men
Shaferov Sergei,1498.280061277426,4,-0.43,8.61,22.0,1495.01,1506.93,Boulder,IFSC,Men
Nikiforovez Andrei,1498.2266861784683,2,-0.89,4.35,24.0,1496.04,1498.23,Boulder,IFSC,Men
Huang ZhouWen,1498.2202504945585,3,-0.59,7.81,23.0,1495.35,1504.88,Boulder,IFSC,Men
Fakirianov Dmitrii,1498.2200180857717,3,-0.59,10.82,31.33,1496.55,1508.91,Boulder,IFSC,Men
Buhl Nikolai,1498.17241517651,1,-1.83,,21.0,1498.17,1498.17,Boulder,IFSC,Men
ZAHARIA Alexandru-Florian,1498.0718285871117,2,-0.96,5.39,51.0,1495.23,1498.07,Boulder,IFSC,Men
Muller Josh,1498.0656625111965,3,-0.64,5.12,21.67,1498.07,1504.46,Boulder,IFSC,Men
Aufschnaiter Andreas,1498.0536568050964,1,-1.95,,34.0,1498.05,1498.05,Boulder,IFSC,Men
Vancraeynest Ties,1497.999835126024,1,-2.0,,63.0,1498.0,1498.0,Boulder,IFSC,Men
Tomatis Giorgio,1497.9639902753413,1,-2.04,,79.0,1497.96,1497.96,Boulder,IFSC,Men
Jalmain Sebastien,1497.9452432623564,7,-0.29,6.12,28.86,1483.51,1498.0,Boulder,IFSC,Men
KOTAR Matic,1497.9052153635434,1,-2.09,,57.0,1497.91,1497.91,Boulder,IFSC,Men
WIMMER Julian,1497.9042104965788,1,-2.1,,57.0,1497.9,1497.9,Boulder,IFSC,Men
Chrastina Andrej,1497.8644700139355,1,-2.14,,38.0,1497.86,1497.86,Boulder,IFSC,Men
Dzyubyak Yuriy,1497.863713525076,1,-2.14,,38.0,1497.86,1497.86,Boulder,IFSC,Men
Szekely Gabor,1497.8171665279085,3,-0.73,7.99,23.33,1497.82,1506.91,Boulder,IFSC,Men
RICHARDSON Zach,1497.8117083087616,2,-1.09,3.06,40.0,1497.81,1501.07,Boulder,IFSC,Men
Brandenburger Jonas,1497.8101589031253,1,-2.19,,51.0,1497.81,1497.81,Boulder,IFSC,Men
Shoprin Alexander,1497.8061494550768,1,-2.19,,24.0,1497.81,1497.81,Boulder,IFSC,Men
Gaona Lucas,1497.7701334868382,2,-1.11,5.88,35.0,1497.77,1503.05,Boulder,IFSC,Men
WAGNER Christian,1497.7508814596192,1,-2.25,,49.0,1497.75,1497.75,Boulder,IFSC,Men
SCANLON Ciarán,1497.7437025016968,1,-2.26,,41.0,1497.74,1497.74,Boulder,IFSC,Men
Roche Sylvain,1497.7160758893297,3,-0.76,4.66,24.67,1497.72,1503.85,Boulder,IFSC,Men
Jakob Yan,1497.7136214596137,1,-2.29,,71.0,1497.71,1497.71,Boulder,IFSC,Men
Krynetskyi Oleksii,1497.689580875635,1,-2.31,,46.0,1497.69,1497.69,Boulder,IFSC,Men
Chiam Kai Chen Asher Gavin,1497.647886512182,4,-0.59,7.24,26.5,1497.65,1506.62,Boulder,IFSC,Men
Lechaptois Clément,1497.6321614830913,5,-0.47,5.36,26.6,1497.63,1506.69,Boulder,IFSC,Men
Budnik Vladislav,1497.5542770368666,1,-2.45,,38.0,1497.55,1497.55,Boulder,IFSC,Men
Wechsler Or,1497.519756774458,1,-2.48,,39.0,1497.52,1497.52,Boulder,IFSC,Men
SCHENK Filip,1497.4591770355414,4,-0.64,7.48,34.25,1488.26,1497.46,Boulder,IFSC,Men
Lenz Maximilian,1497.42147261162,2,-1.29,7.52,74.0,1493.39,1497.42,Boulder,IFSC,Men
Toselli Rowan,1497.4203990084309,1,-2.58,,52.0,1497.42,1497.42,Boulder,IFSC,Men
Gerland Bastien,1497.417504936727,16,-0.16,7.07,21.38,1484.95,1506.03,Boulder,IFSC,Men
Lopata Kevin,1497.3218853069932,3,-0.89,5.9,23.0,1492.65,1499.74,Boulder,IFSC,Men
Lee Donggun,1497.2933714936948,4,-0.68,6.49,22.0,1491.49,1499.1,Boulder,IFSC,Men
Skinner Cole,1497.2787265881138,1,-2.72,,20.0,1497.28,1497.28,Boulder,IFSC,Men
LAPORTE Corentin,1497.236538480925,1,-2.76,,59.0,1497.24,1497.24,Boulder,IFSC,Men
WÜRTHNER Tim,1497.2352128619425,1,-2.76,,59.0,1497.24,1497.24,Boulder,IFSC,Men
Meyer Albin,1497.217335121177,1,-2.78,,81.0,1497.22,1497.22,Boulder,IFSC,Men
Vasko Roman,1497.2163417590575,1,-2.78,,81.0,1497.22,1497.22,Boulder,IFSC,Men
Brand Paul,1497.1886356502357,3,-0.94,4.67,63.33,1497.19,1504.4,Boulder,IFSC,Men
Bokhari Hafzanizam,1497.051318582181,5,-0.59,10.05,23.0,1487.15,1500.4,Boulder,IFSC,Men
Tsumori Akito,1497.0341559890985,2,-1.48,5.13,16.0,1497.03,1502.14,Boulder,IFSC,Men
Pare Maxim,1496.9992160785596,4,-0.75,4.06,61.0,1493.26,1497.0,Boulder,IFSC,Men
Hasegawa Shinpei,1496.997212975194,2,-1.5,15.74,17.0,1497.0,1509.63,Boulder,IFSC,Men
Nakagami Taito,1496.960038867545,1,-3.04,,29.0,1496.96,1496.96,Boulder,IFSC,Men
Jaenecke Frank,1496.9315694002717,1,-3.07,,26.0,1496.93,1496.93,Boulder,IFSC,Men
Abreu José,1496.8773663733605,1,-3.12,,40.0,1496.88,1496.88,Boulder,IFSC,Men
Röck Bernhard,1496.8529999618138,1,-3.15,,36.0,1496.85,1496.85,Boulder,IFSC,Men
Dabrundashvili Guram,1496.8025084853748,1,-3.2,,30.0,1496.8,1496.8,Boulder,IFSC,Men
NAGEL Yannick,1496.7923590238074,1,-3.21,,39.0,1496.79,1496.79,Boulder,IFSC,Men
CHAE Sungjoon,1496.7854549048827,1,-3.21,,39.0,1496.79,1496.79,Boulder,IFSC,Men
Ilsaas Suthurst Albert,1496.7637306242336,1,-3.24,,75.0,1496.76,1496.76,Boulder,IFSC,Men
Mol Dirk,1496.7069370424665,1,-3.29,,22.0,1496.71,1496.71,Boulder,IFSC,Men
Peysakhovich Oleg,1496.6931423397996,1,-3.31,,37.0,1496.69,1496.69,Boulder,IFSC,Men
Coretti Manuel,1496.643803000043,2,-1.68,0.73,23.5,1496.64,1497.81,Boulder,IFSC,Men
Catari Carlos,1496.6188663560818,2,-1.69,12.48,15.0,1496.62,1507.13,Boulder,IFSC,Men
Markert Adam,1496.6029191137904,2,-1.7,8.58,27.5,1492.24,1496.6,Boulder,IFSC,Men
Bautista Michael,1496.5624750999232,1,-3.44,,33.0,1496.56,1496.56,Boulder,IFSC,Men
Guignard Louis,1496.5547284557083,1,-3.45,,75.0,1496.55,1496.55,Boulder,IFSC,Men
Nieuwenhuijsen Michiel,1496.5222990280754,9,-0.39,7.83,21.89,1489.75,1510.21,Boulder,IFSC,Men
Satanek David,1496.521570742872,1,-3.48,,34.0,1496.52,1496.52,Boulder,IFSC,Men
Hanke Christoph,1496.515452852569,4,-0.87,6.07,37.0,1496.52,1504.14,Boulder,IFSC,Men
Taplin Jesse,1496.506238138324,2,-1.75,4.0,21.5,1495.43,1496.51,Boulder,IFSC,Men
HOJER Jan,1496.437862732898,3,-1.19,11.22,19.33,1492.65,1506.68,Boulder,IFSC,Men
MOKROLUSKY Lukas,1496.3795503057372,1,-3.62,,53.0,1496.38,1496.38,Boulder,IFSC,Men
Roden Ryan,1496.3698688573336,1,-3.63,,27.0,1496.37,1496.37,Boulder,IFSC,Men
Franckaert Lukas,1496.3126350009732,3,-1.23,5.49,34.67,1491.26,1496.31,Boulder,IFSC,Men
